row retention time,row identity (main ID),row identity (all IDs),Wein_HA1_060218_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA1_060619_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA1_060717_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA1_082517_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA2_062718_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA2_081319_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA3_082218_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA4_060619_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA4_062718_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA4_081319_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA5_060717_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA5_081319_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA5_082218_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA6_060218_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA6_062718_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA6_082218_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA7_060218_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA7_060717_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA7_082517_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA8_082517_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HS1_060619_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA2_062618_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA3_060318_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA3_081017_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA4_081017_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA4_082018_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA5_062717_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA6_060318_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA6_062717_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA6_081419_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA6_082018_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA7_060318_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA7_062618_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA7_062717_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA7_081419_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA8_062618_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA8_081017_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA8_081419_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA8_082018_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MS4_060819_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MS5_060819_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MS6_060819_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA1_082118_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA2_060117_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA2_060118_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA2_081219_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA2_082417_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA4_081219_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA5_060117_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA5_081219_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA5_082118_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA5_082417_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA6_060117_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA7_060118_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA8_060118_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA8_082118_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA8_082417_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XC1_060719_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XC6_060719_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XS2_060719_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height
24.62123767,Cer(d18:2/24:1),Cer(d18:2/24:1),577268.875,615871.75,397213.7188,879219.6875,229167.8906,927466.0625,820055.875,923261.1875,973980.875,905183.5,530297.8125,554091.5,283693.4688,315092.3125,392558.8438,367599.4375,262733.9688,324561.3125,571375.1875,780246.875,419108.375,355250.1875,189787.8594,149373.5469,263727.6563,208008.7969,275603.625,170069.75,236723.5313,119978.1875,587058.125,116893.3516,286556.0313,199317.0469,263169.1563,182720.6406,131346.4219,136168.4531,324715.5,231821.0313,434797.5,243613.9844,119799.4766,110472.6328,168267.0469,201123.0156,140877.0781,126087.5156,173984.2188,180304.0156,173021.8906,223434.1094,155505.9531,232242.0781,274767.9688,125075.6328,152936.7344,147173.1875,175938.4531,117504.8359
20.36802172,Cer(d19:1/17:1),Cer(d19:1/17:1),532168.9375,1186485.25,160897.875,604409.9375,80226.32813,1120781.75,616419.0625,838878.75,262733.0625,1155140.375,144405.8438,416687.75,82172.46094,115144.9688,106443.7422,490386.3438,87005.45313,166903.875,173134.0625,783416.5625,264600.5313,420409.25,39911.24219,33953.65234,73822.33594,68763.78125,52330.83594,16537.92969,56170.50781,29354.75586,1027955.438,28852.45117,479630.625,289832.3438,552866.6875,37758.18359,57063.51172,24971.68945,208109.4063,93343.75781,218309.5156,313501.9375,120196.8984,161383.8438,165935.25,144997.4844,163928,157396.8594,109359.8906,127245.1016,129949.3516,91438.47656,96509.48438,98475.125,68619.21875,101669.1875,121594.1484,86033.97656,120327.5313,135716.4375
26.74198058,CoQ10,CoQ10;CoQ10,446403.875,344525.8438,394163.25,173990.7813,601794.125,145662.4844,364020.3438,407918.125,478205.5938,497841,710852.3125,197527.2344,845419.5625,802581.3125,508894.1563,681370.1875,459776.0313,399250.75,702262.1875,220248.7188,649908.375,165046.2031,456144.9063,388133.9375,564716.875,549768.625,325649.5938,879935.625,487852.375,802641,138557.9844,428884.625,188770.6563,259469.5781,150175.0469,530681.5,420411.125,1171832.125,207013.6406,304988,309019.125,162777.8594,819196.375,1222252,1606577.625,739523.3125,716343.75,720095.8125,558294.75,687977.625,331955.1875,423504.1563,326846.25,499002.1875,1122586.5,412235.4063,387422.4688,427693.75,479933.5,523803.7813
23.49237633,DG(16:0/18:1/0:0),DG(16:0/18:1/0:0),408158.4375,272823.7188,281736.375,215995.5,588122.3125,220901.0938,388792.6875,359429.5,324230.4063,437619.1563,436524.5938,279641.4375,762226.75,489483.4688,566824.4375,505505.1875,492345.0313,271933.125,614379.0625,218508.2656,564367,345167.5625,969432.9375,663724.8125,931169.3125,1378812.5,831873.9375,1850043.625,973782.1875,1818339.25,224504.1563,700130,736874.75,734005.3125,334478.1563,1304309.375,905762.6875,1839783.5,459587.2813,254387.3438,399318.8125,354204.375,1131637.5,1246070.25,1101688.125,1228148.125,849910.25,962625.125,346469.9063,801732.0625,252182.5,547675,244698.7031,436598.2813,1076579.25,956482.5,365282.8438,489794.9375,579082.9375,692369.625
21.66810078,DG(16:0/18:3/0:0),DG(16:0/18:3/0:0),663439.1875,490824.4375,279387.7813,273169.9688,822578.875,829404.625,652432.75,318847.0313,216401.75,562160.6875,423725.7813,476163.8438,1060248.875,798197.0625,400327.625,732998.25,513098.5,381829.2188,739223.75,355467.5938,599766.25,379969.3438,931970.875,498377.4375,840142.75,614709.0625,1326655.375,1543099.625,1402941.25,2027386.75,243172.1563,614407.375,430661.9375,659729.875,375503.9063,741167.8125,653786,1773775.625,245895.4219,188766.6875,387729.125,204905.8438,836348.375,1734869.25,1605221.125,884131.4375,806129.375,893262.3125,637237.6875,796040.5625,187135.6094,351556.5,164659.75,636535.5625,1372783.25,934433.5,536669,531571.3125,773876.25,506674.5938
20.9056955,DG(16:1/0:0/16:1),DG(16:1/0:0/16:1),839751.1875,732698.75,378945.8438,354546.5938,1332123.5,611389.8125,777435.6875,536240.375,591982.25,827320.3125,759468.6875,263548.9688,926096.3125,702330.125,957314.25,635924.5,797640.375,406486.4688,865306.8125,649245.6875,1078813.375,702786.0625,538960.6875,637596.625,925809.1875,886215.9375,518364.3438,682875.375,860519.5,1360169.125,350725,680926.0625,556822.875,581619.75,351129.4375,611063.125,513697.8438,693528.9375,441857.625,376569.8438,460858.5625,548898.75,791484,1029250.5,1004931.25,1042879.875,510385.9688,1070653.125,818354.3125,435130.6563,492535,824865.4375,337487.4063,689676.125,640698.5625,571165.125,342921.7813,1051187.625,588416.9375,592345.375
22.69149397,DG(18:1/18:2/0:0),DG(18:1/18:2/0:0);DG(18:1/18:2/0:0),1215073.75,495537.7813,1038434.438,549508.3125,1039137.625,483911.5938,2324630.25,1515977.875,799709.0625,766452.5625,1098484.375,572686.6875,3954234.75,1508968.125,1282594.125,1766290.25,2259811.5,810113.875,2130540.75,1064808.5,1434367.5,997718.6875,5486855.5,4147124,6694513.5,1.03E+07,4676011,1.24E+07,3360167.75,1.42E+07,710505.125,5355621,5198706,3927068.5,1130160.625,1.16E+07,4270482.5,9691300,1679634.5,956081.75,1891836.25,1158705.875,3656891,5803782.5,7502789.5,5025413.5,3356069.25,3279289.75,944899.125,3384597.5,524125.2813,2012868.625,541214.1875,1535544.625,5758267.5,4973779.5,1431120.625,2072294.25,2981746,4089890.5
21.63842114,DG(18:2/0:0/18:2),DG(18:2/0:0/18:2);DG(18:2/0:0/18:2),2137933,965260,1530339,886662.875,2619999.25,860813.0625,3060956.25,2389193.75,1332536.125,1718837,1823532.5,947157.75,6431902,2908593.25,1476617.375,3296764.5,2870552,1408257.875,3936002.25,2258488.75,2246854,1695745.25,8813662,6240714.5,9952518,1.35E+07,7887273,1.74E+07,7520486,2.64E+07,1042869.063,7580501,7808623.5,7904028,1421630.875,1.13E+07,7344760,1.43E+07,2440013.25,1486770.5,3021065.5,1443549.375,6015140.5,1.06E+07,1.30E+07,9097508,6861351,6367064.5,2822867.5,6550884.5,839065.5,3053036.25,1192655.125,3088815.5,1.24E+07,1.33E+07,3137026,4121067.5,5378072,5529610
20.42408206,DG(18:2/18:3/0:0),DG(18:2/18:3/0:0);DG(18:2/18:3/0:0),570585.6875,444542.3125,438044.3438,318700.2188,1068499.625,381353.25,895907.3125,606464.6875,236168.875,555051.9375,542030.5,445302.6875,1323871.875,945459.8125,443548.7813,774772.8125,707026.4375,395491.2813,786068.3125,290293.4063,654868.125,610790.3125,1859876.375,993398.875,1749405.5,1605088.25,2037289.25,4320738,1612764,4364580,246921.0469,1295152.875,800737.125,1166798.875,479328.1875,1543543.25,1175218.25,4564296.5,370687.1875,574195.375,1014606.188,396466.8438,1271330,3622090,2792347.5,1999976,1167005,1121706.875,757345.4375,1154795,233777.1406,499647.1563,196324.2656,606447.0625,2216540.5,2139524.75,686614.0625,883140.5625,1038609.625,785067
19.19432397,DGDG(16:0/18:2);DGDG(16:1/18:1),DGDG(16:0/18:2);DGDG(16:1/18:1),463046.9063,555951.5,276074.25,329941.0625,276978,831206.75,422074.0313,247451.5,222871.0938,635776.6875,409385.2813,345336.7188,684125.3125,789281.625,522973.625,429493.5938,485596.75,289239.6875,795838.8125,515021.1563,554462.1875,559071.9375,549048.5625,408756.4063,1226350.25,766577.5625,637209.0625,1997846.875,752494.625,2679901,385604.75,1118455.25,717755.5625,1090754.125,479028.25,648270.5625,623561.25,1706401.875,325308.7188,106434.75,381198.875,645427.25,1246593.25,4295498,5552315,2729795.75,1345842.375,1140502.75,750469.1875,1099521.625,425306.2813,551987.5,358850.3438,558432.875,3381696,2739317.5,915106.8125,767389.5625,933636.8125,662874.5
17.83204161,DGDG(18:2/18:2),DGDG(18:2/18:2),193034.7188,157363.5,156363.8594,86457.96875,189559.0313,189645.5,194229.7969,107330.9609,56327.92188,276508.4688,162676.125,81307.25781,311465.9688,301550.25,84260.47656,141459.2188,249011.875,106614.8672,278778.7813,207381.7344,139706.4375,240235.9375,369558.875,239006.6094,785795.1875,471915.2813,299841.9063,1108498.75,253385.4375,2077182,183121.4375,466582.9688,274988.5938,400771.9688,160378.9375,310307.2813,297303.7188,1055776,145471.2344,55674.32422,122735.0625,175423.3594,420763.0625,2927126.75,2429835,1438684.75,612130.375,506877.4688,261689.625,360228.9688,145242.75,149839.5781,108643.9063,170716.4219,1330523,1086388.125,311678.3125,310880.4063,310620.4063,448792.3438
16.36273006,DGDG(18:2/18:3),DGDG(18:2/18:3);DGDG(18:2/18:3),104153.9531,80797.29688,105281.0313,39839.03516,175342.2656,86300.67969,111556.6328,60922.78906,49057.5,118905.2031,114792.125,89225,254492.0469,250531.7031,51035.625,127705.3906,194615.4531,103863.875,173252.3438,129554.4844,130761.7734,139327.75,216642.5,139895.2031,595375.3125,275058.4063,213212.7969,685328.375,243467.4844,1375951.375,77690.45313,388845.2813,202729.0156,241630.0781,111516.2656,239968.1406,230866.6406,652746.75,93734.07031,40811.08594,110504.2188,94434.69531,364404.6563,1687219.5,1071773.375,559810,448619.375,460902.125,195106.5781,275731.6875,113376.9219,147729.8438,116030.3828,157681.1719,522086.2813,385775.8125,163100.1719,198311.0938,322355.6875,181888.2188
17.62061147,DGTSA(14:0/16:1),DGTSA(14:0/16:1),491157.5313,239355.7344,310285.2188,184410.0469,734756.375,172758.2188,365052.875,231274.625,245090.0156,304068.9063,475522.6875,337262.3125,503135.7813,598851.5,497975.625,464490.9375,532922.9375,284232.1563,733001.5,289121.125,513329.4688,292242.4688,235951.7656,213034.9063,514913.9688,615933.375,328218.1563,323450.75,380390.625,542098.875,168462.4688,306751.6875,310507.6875,355921.9063,183210.9063,444812.9063,251470.6094,599184.5625,363714.0938,242174.4063,236417.3906,281887.0313,447810.0938,761233.0625,772705.875,817235.875,416020.3125,556566.4375,515847.0313,374736.4375,288489.6875,521516.9688,240673.3906,295864.5625,310670.25,607547.25,272546.5,351718.8438,588597.75,561859.5
18.69574344,DGTSA(15:0/15:0),DGTSA(15:0/15:0);DGTSA(15:0/15:0),578292.8125,344328.375,435984.9375,251435.8594,739651.75,180431.8906,256522.5313,423228.6875,590446.6875,804644.4375,931041.4375,415115.875,452387.2813,561761,715620.5625,528799.625,716580.25,542852.3125,491262.375,166567.6406,867146.625,165144.0313,109180.7031,77090.46094,210759.375,269096.5625,182709.5469,130737.6719,172837.0938,193549.3438,102009.3828,183468,168201.9844,205176.6875,159328.3594,149641.9688,132905.1563,239014.9219,182257.2188,133759.9844,179852.9688,216151.5938,509497.0313,607506.125,981041.25,931835.5625,569703,654202.875,701405.4375,501987.7813,333386.2813,745455.5,349674.3125,519824.0625,273889.625,530994.5,378432.4375,479563.75,674336.875,346427.3438
18.30525206,DGTSA(15:0/16:1)_A,DGTSA(15:0/16:1)_A;DGTSA(15:0/16:1)_A,837801.3125,365043.4688,461601.6563,257787.8125,987912.3125,181112.875,463445.5313,423002.5938,461945.5625,512726.2188,972851.75,529540,686873.25,886106.9375,736927.8125,693245.6875,916665.6875,542812.75,961373,349138.2813,1019817.5,470524.5,390701.2813,304514.7188,877032.625,991614.5625,444199.4063,450084.2188,734620.0625,709821.5,136700.0469,561630.375,407886.6563,586948.8125,208600.0938,556314.8125,466376.625,1102383.875,487400.625,353725.3125,329725.8125,487799.75,1240416,1932020.5,2247516.5,1401548.25,964689.0625,1186465.5,1117175.125,788004.1875,572709.375,1059021.625,501530.8438,686498.1875,642413.25,1462434.875,708298.5,855932,1457687.125,898821.875
18.72568425,DGTSA(15:0/16:1)_B,DGTSA(15:0/16:1)_B;DGTSA(15:0/16:1)_B,623617.25,285454.375,386568.875,203957.1875,947465.75,224711.25,366529.5313,254934.0938,437835.5,482210.2813,654052.3125,529259,769915.1875,695093.25,674795.1875,498003.2813,590757.8125,421703.8438,665696.4375,230844.0313,686230.4375,351877.5313,180614.3125,198576.9219,567178.625,728605.75,296651.6563,316064.375,633995.6875,653705.9375,123130.7578,367278.4375,408936.0938,438480.8125,230021.6719,342575.875,380991.5625,717394.125,345534.6563,427836.6563,295935.6563,379709.9688,749199.9375,823809.8125,964405.625,830387.375,670552.6875,680622.75,835811.5,563581.9375,288606.3438,759694.9375,271866.5625,482655.4375,501867.8438,1288546.875,539746.6875,622910.5,910660,499006.9063
20.70253411,DGTSA(15:0/17:0),DGTSA(15:0/17:0),562718.125,395075.9375,404889.4375,311631.3125,462413.8438,260683.6094,286135.9375,500573.2188,548080.9375,592694.0625,661511.0625,329935.625,524848.25,473803.6563,517566.9375,481885.5625,445052.4688,478429.125,495019.7188,283917.9063,565658.6875,161864.4688,183678.9531,102329.6563,248221.7813,300430.6875,156980.4375,142495.9688,206409.875,239850.5781,182412.0625,148089,198465.8281,204327.6406,269477.7813,186482.0469,147133,291345.8438,253017.4063,170840.5625,192518.8438,207750.75,928717.875,921731.625,1036779.5,2354025.5,796847.75,720329.625,574905.5,547020.3125,547100.375,624362.625,906809.1875,387858.625,311267.4688,689342.6875,349813,526057.8125,748930.5,322283.5313
21.42883461,DGTSA(16:0/16:0),DGTSA(16:0/16:0);DGTSA(16:0/16:0),2617517.25,1542459,1481392.5,769888.0625,3009580,617173,1066008,912226,2896953,3596354.75,2726725.25,1916876.375,2432838,1793727.25,3577778.25,1617898.625,1742461.5,1633575.125,1556664.875,611060.875,1809178,1157836.625,293311.3125,425115.0313,1088330.375,1305268.375,789696.4375,517308.7188,1213113.25,768505.3125,393744.3438,597559.5625,804696.0625,767325.3125,586263.125,553056.25,715803.125,545017.375,949023.75,677257.25,1063585,1002688.125,1963345.625,2051093.875,1945978.125,3269155,1104074.625,2039267.375,946848.8125,1981862.25,931569.875,2102704,817959.375,1259426.75,974691.875,2156814.25,821393.5,940895.5625,2088617,975197.1875
19.39205558,DGTSA(16:0/16:1)_A,DGTSA(16:0/16:1)_A;DGTSA(16:0/16:1)_A,1526753.625,834195.1875,964329.4375,425059.5313,2041850.375,492975.5625,918332.6875,948519.0625,1007777.063,1337279,1664702.875,832844.375,1459459.25,1649240.25,1610675.75,1178602.625,1688391.5,981314.5625,1856432.125,752884.375,1886917.75,963355.3125,653531.375,585902.625,1532872.5,1499760.75,886228.5,839555.9375,1176560.125,1572522.375,293519.0938,1046577.688,877691.125,1202754,368197.7813,893265.25,828189.625,1724461,921315.125,957112.1875,665899.375,819290.6875,1717534.375,3101017.75,3388873.25,2963361,1494402,1796106.75,1688848.625,1685565.625,688820.25,1727357.125,929769,1042005.063,981704.5625,1972306.125,883511.1875,1134871.75,2072487.125,1108779.25
19.73348342,DGTSA(16:0/16:1)_B;DGTSA(14:0/18:1),DGTSA(16:0/16:1)_B;DGTSA(14:0/18:1),1.97E+07,1.03E+07,1.17E+07,6598468,2.37E+07,8574999,1.52E+07,1.14E+07,1.41E+07,1.52E+07,2.01E+07,1.61E+07,2.34E+07,2.29E+07,2.12E+07,1.83E+07,2.20E+07,1.20E+07,2.30E+07,9987661,1.79E+07,1.59E+07,9720875,1.36E+07,2.32E+07,2.49E+07,1.66E+07,1.83E+07,2.09E+07,2.35E+07,5005772,1.80E+07,1.66E+07,1.70E+07,6760123,1.63E+07,1.87E+07,2.86E+07,1.48E+07,1.79E+07,1.28E+07,1.30E+07,1.77E+07,2.58E+07,2.58E+07,2.83E+07,1.36E+07,1.71E+07,1.81E+07,1.61E+07,8353070,1.88E+07,7214029,1.40E+07,1.33E+07,2.52E+07,1.13E+07,1.29E+07,2.09E+07,1.80E+07
20.48994072,DGTSA(16:0/16:1)_C,DGTSA(16:0/16:1)_C,394390.7188,233259.9844,449655.9375,193895.8594,557338.25,179073.0625,267074.0313,336931.4688,518137.3438,578685.875,672001.3125,631292,554910.8125,480902.75,492527.6875,514003.875,357147.6563,448234.5313,501902.9063,179366.375,724216.4375,176609.875,203042.7656,164081.1563,295611.9688,344394.7813,162300.8906,232065.2188,383438.9063,510813.0938,76948.35938,268649.25,223002.375,275542.1875,104917.5234,204758.9531,294223.1563,527218.9375,263980.6563,213979.1094,234755.7031,229876.6875,822894.75,1002928.563,817022.125,1238123.375,626495.3125,823406.625,567879.0625,815745,445109,844941.125,406159.9375,483577.3438,533894.625,880769.4375,372411.5,448601.9688,956500.9375,384292.9688
22.78075728,DGTSA(16:0/18:0),DGTSA(16:0/18:0);DGTSA(16:0/18:0),1146238.125,634376.5625,1041706.375,418596.0313,1522602.25,267512.7188,572806.625,667344,1420410,1492176.125,1530102.375,616773.75,1788427.375,1282016.875,1869511.125,1460110.5,1700977.75,1046805.063,1032147.688,379994.5938,1529947.875,534858,236768.75,252971.9219,730625.3125,988876.8125,459208.8438,376001.1875,507588.4063,364952.125,217858.9844,373545.9688,427054.1875,400211.8125,328515.6875,722223.375,336639.1563,297813.375,466064.5938,417139.2188,582980.75,432682.375,1196526.125,690350.625,1396889.125,1358941.375,780801.25,1151573.625,574003.0625,940618.125,640033,671332.9375,764073.75,1031005.375,944854.1875,845653.0625,524104.7188,675856.9375,1083384.375,587229.25
21.23499611,DGTSA(16:0/18:1)_A,DGTSA(16:0/18:1)_A;DGTSA(16:0/18:1)_A,1010685.375,422644.4063,595888.25,281409.6563,1555432.5,247873.0938,522053.4375,599021.625,627668.8125,934846.125,1237368.5,499030.125,980313,1224800.125,1151591,823949.75,1417096.75,635424.125,1475448.375,409969.1875,1271295.125,349765.125,262084.9844,286420.625,690961.8125,680438.125,401838.5,367587.6563,524853.25,568077.125,127539.7734,420091.7188,444834.125,394870.2813,214698.8125,401965.2813,310555.6563,510845.3125,446807.8438,415123.6563,319908.5938,397259.8125,1706884.375,2377113.25,2690558,2370203.75,1606913.75,1846188,1124287,1413714.5,705992.875,1589366.625,857374.3125,770807.625,828686.4375,1097536,562003.1875,907974.0625,1696393.25,1088950.375
21.54990131,DGTSA(16:0/18:1)_B,DGTSA(16:0/18:1)_B;DGTSA(16:0/18:1)_B,1.47E+07,8759355,9133914,7115818,1.54E+07,4916836,9324582,7743250.5,9082371,1.27E+07,1.53E+07,9509602,1.46E+07,1.42E+07,1.61E+07,1.21E+07,1.51E+07,9857050,1.57E+07,9320805,1.65E+07,6370107,4671613.5,5145223.5,1.20E+07,1.41E+07,5530082,4656114,1.06E+07,1.24E+07,2567244.75,7498934.5,6928165,7836452,7706744.5,8468030,5967084,1.53E+07,7573411,5188195,3896222.5,9711420,1.81E+07,3.16E+07,3.40E+07,3.25E+07,2.20E+07,1.99E+07,1.39E+07,2.19E+07,8072030,2.12E+07,9896115,1.13E+07,1.46E+07,2.54E+07,1.09E+07,1.26E+07,1.82E+07,1.44E+07
20.19816583,DGTSA(16:0/18:2)_A,DGTSA(16:0/18:2)_A,1.03E+07,4856677,6399879.5,6188285.5,1.85E+07,1.06E+07,8448994,4676168.5,8933005,2.10E+07,1.05E+07,4508577.5,1.22E+07,1.41E+07,1.81E+07,9847672,1.17E+07,6395908.5,1.43E+07,9369785,9291107,3379245,1.27E+07,8372855,1.76E+07,3.93E+07,9542853,1.96E+07,1.77E+07,6.97E+07,2930513.75,2.48E+07,1.07E+07,2.43E+07,4805467.5,2.58E+07,1.43E+07,8.93E+07,9562177,3242615.25,5541228,6165267.5,2.11E+07,3.32E+07,3.83E+07,4.52E+07,2.11E+07,4.28E+07,1.57E+07,2.30E+07,7890324,1.33E+07,8476097,1.22E+07,2.56E+07,6.32E+07,2.19E+07,2.42E+07,2.64E+07,1.58E+07
18.86624892,DGTSA(16:0/18:3),DGTSA(16:0/18:3),2516050,944889.5,537460.5,1422598.5,1643160.75,1.22E+07,2584427,419780.1875,951941.8125,3941033.5,1209876,538232.5625,1698970.25,4442881,1472309.125,1236702.5,2265802.5,1044337.563,3324639.25,4336093,1344598,460062,918772.3125,612584.625,957669.9375,2133920.5,1340300.375,1749028.125,1752874.75,4249183,328674.0625,875078.5625,1028676.25,1238380.75,917485.4375,1337896.75,1796238,3137545.25,663381.4375,378970,504061.0313,939697.4375,963121.875,2131933.5,2199204.75,2556949,1774942.625,1.52E+07,1410156.625,1326136.125,488244.9688,1070916.375,1305400.875,912577.625,1926699,4610777,1342226.125,1247240.25,2030429.625,1056035.625
22.42371447,DGTSA(16:0/19:1);DGTSA(16:1/19:0),DGTSA(16:0/19:1);DGTSA(16:1/19:0),830921.5625,327516.125,575312.5,217225.2188,847900.6875,121970.5,401971.5,436785.1875,731520,575436.25,1046526.5,512881.75,787314.5,672352.875,848290.125,816525.25,843291,652950.5625,1116405.625,247443.1875,1225981.625,1722647.75,712798.8125,707705.5,1986051.375,1393356.625,984441.6875,1342710.25,1865218.125,1243421.125,498342.5,1002560.813,1657744.75,1384757.375,1240988.75,921780.5,936362.4375,1280309.625,1484392.75,1656780.125,1321346.125,2039462.75,1540140.125,3211868.25,2925732,2357615,1486283.5,1679339.25,1168870.375,1353812.75,629064,1187074.125,790036.9375,861219.0625,1081629.5,1766114.125,809913.875,1064315.75,1480289,1564133.375
17.84482933,DGTSA(16:1/16:1)_A,DGTSA(16:1/16:1)_A;DGTSA(16:1/16:1)_A,3180577,1753214.625,1963607.5,727591.0625,3916384.25,636429.1875,2021510.875,1312093.75,1509584.125,1588211,3089956.75,1338439.75,3111550.25,4213709,3110060.5,2510876.25,3197964.5,1825954.625,5024906,1769508.75,3114431.5,2572822,3252421.5,2079451.375,4667336.5,6374313.5,4708783.5,5445310,5764762,7028001,688674.375,5127541.5,3456679,4531413.5,1290945.125,3375192.5,3935785,9912421,2534891.25,3830029.25,2209739.5,3305677.25,3556507,1.16E+07,1.09E+07,5819942,5673193,4952048.5,3952885.5,3705279,1220972.125,4238992.5,1666697.875,2587579.25,3451393.5,4248790.5,2461141.25,2805756.5,4713540.5,4610937.5
18.17373217,DGTSA(16:1/16:1)_B;DGTSA(14:0/18:2),DGTSA(16:1/16:1)_B;DGTSA(14:0/18:2),403011.4688,266033.3125,211702.0938,139530.2344,736581.625,282888.625,671092.75,255538.4063,290955.1875,328329.5938,505333.0313,169276.7188,367965.2813,402184.625,459577.375,332323.7813,339887.75,215152.3438,601623.9375,513008,455377.4063,290700.9063,423893.1563,304080.125,871061.0625,1402024.5,557089.5,691660.0625,605126.625,2899523.5,128356.8906,524862.8125,503306.9688,783210.6875,252862.3438,830429.3125,557276.375,3988631.5,482336.5938,359354,355077.5938,364857.8125,747504.25,5045888.5,1911440.75,1621896,634353.875,1039591.438,471506.3125,1264142.625,317861.4688,445645.2188,202094.8438,316485.125,553831.875,1527945.125,443484.9063,476570.0313,595834,574994.4375
