Date,Site,treatment,Plot,Depth,TOC.k2so4,TN.k2so4,TOC.fum,TN.fum,MBC,MBN,PO4.fum,NH4,NO3,PO4,TFPA,phenolics,TRS,Mic.PO4,Core.length,Core.mass,Homogenized.mass,Dry.weight,NH4.H2O,NO3.H2O,PO4.H2O,TFPA.H2O,TRS.H2O,Data.Type,Fill,Mass,Bubles.sediment,Time,Average.vacutainer.7.176g,Purpose,Purpose2,X,X.1,Matrix,Notes,Cat.L,Cat.W,An.L,An.W,Cation.Area,Anion.area,pH,X_decimal.degree,Y_decimal.degree,DBH..cm.,Height.m.
6/10/2019,Xeric,Ancillary,3,13,162.71,23.118,1226.49,152.782,1063.78,129.663,1.339,3.505,4.535,0.228,67.001,0,0.08,1.111,11,363.3,332,0.635,4.105,10.148,0.049,7.293,0.632,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/10/2019,Xeric,Ancillary,4,8,563.27,86.103,2283.58,296.818,1720.31,210.715,19.168,12.866,7.335,1.702,232.552,14.366,0.156,17.466,7.5,187.3,154.2,0.495,15.781,23.262,0.252,31.934,0.123,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/10/2019,Xeric,Ancillary,5,7,454.97,64.082,2665.64,355.971,2210.66,291.889,44.015,10.701,11.037,1.696,197.533,0,0.188,42.319,6.5,131.5,108.9,0.4,13.94,25.246,0.399,22.15,0.485,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/10/2019,Xeric,Ancillary,6,9,555.93,81.722,2869.59,414.688,2313.66,332.967,41.132,15.823,8.547,2.63,284.13,18.786,0.148,38.502,6,130.8,90.1,0.495,15.353,22.89,0.396,10.897,0.154,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/10/2019,Xeric,Ancillary,7,13.5,680.31,98.196,3092.33,374.389,2412.02,276.193,39.014,18.717,5.662,2.966,312.596,0,0.166,36.048,11,259.1,212.5,0.445,12.55,14.179,0.339,17.751,0.779,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/10/2019,Xeric,Ancillary,8,13.5,248.1,26.327,1374.99,141.91,1126.89,115.583,12.026,4.108,4.026,0.225,81.56,0,0.107,11.801,11,315.5,232,0.535,2.555,11.098,0.169,25.847,1.653,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/9/2019,Hydric,Ancillary,1,15,1232.34,129.674,3025.07,337.311,1792.73,207.637,36.12,21.224,14.376,9.091,569.6,8.286,0.252,27.028,9.5,215.2,191.6,0.27,7.452,32.557,0.376,30.177,2.054,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/9/2019,Hydric,Ancillary,2,15,682.83,52.834,2990.32,151.967,2307.49,99.134,2.232,4.688,9.773,0.87,194.593,0,0.095,1.361,12,276.5,230.6,0.345,4.1,18.879,0.057,11.103,4.048,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/9/2019,Hydric,Ancillary,3,7,2491.8,243.398,5467.91,508.272,2976.11,264.875,122.769,25.317,26.429,33.447,1453.407,9.753,0.554,89.322,6.5,82.1,49.9,0.205,32.227,65.747,4.62,134.46,1.082,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/9/2019,Hydric,Ancillary,4,13,1536.43,163.401,4516.84,441.69,2980.41,278.289,53.399,17.055,7.724,5.091,659.364,14.773,0.46,48.308,12,209.2,176.8,0.245,9.604,23.724,0.403,41.43,3.815,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/9/2019,Hydric,Ancillary,5,10,3015.33,360.045,6780.06,741.759,3764.73,381.714,217.359,47.696,27.377,40.359,1882.516,0,0.512,177,7,72.7,55.5,0.19,43.981,76.918,5.621,240.93,0.098,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/9/2019,Hydric,Ancillary,6,15,1223.17,103.973,4551.95,322.85,3328.78,218.878,2.747,6.947,10.11,0.896,211.94,18.097,0.17,1.851,15,274.4,188.7,0.2,11.997,21.621,0.117,24.102,2.951,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/9/2019,Hydric,Ancillary,7,12,848.24,88.182,3009.13,274.86,2160.9,186.678,8.315,8.345,11.946,1.171,322.345,11.156,0.147,7.143,10.5,206.1,185.8,0.33,8.513,25.674,0.235,10.067,0.95,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/9/2019,Hydric,Ancillary,8,13,165.18,14.478,418.31,30.175,253.13,15.697,0.081,1.395,4.266,0.099,53.174,0,0.057,0,12.5,411.6,396,0.675,7.006,6.95,0.051,8.957,3.198,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2019,Mesic,Control,1,14,264.76,38.791,1130.24,67.051,865.48,28.26,0.102,3.783,14.039,0,156.79,29.864,7.209,0.102,12,269.2,226.3,0.445,2.342,5.86,0.015,11.006,2.196,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2019,Mesic,Control,2,14,613.53,82.758,2846.19,347.691,2232.66,264.933,2.337,4.615,19.313,0,199.326,20.282,7.381,2.337,14,230.4,182.3,0.235,3.54,26.522,0.141,25.573,0.589,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2019,Mesic,Control,3,13,689.12,93.436,3992.57,244.321,3303.45,150.885,1.721,6.787,14.142,0,504.883,14.995,0.263,1.721,14,263.5,203,0.23,10.861,10.777,0.191,124.84,0.008,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2019,Mesic,Control,4,13,745.75,103.07,3203.97,221.474,2458.21,118.404,0.505,8.517,7.381,0,403.821,0,4.506,0.505,12,241.4,206.2,0.235,6.962,19.996,0.115,67.082,1.441,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2019,Mesic,Control,5,14,297.64,44.959,1337.57,113.195,1039.94,68.236,0.148,6.75,1.043,0,145.468,0,7.907,0.148,11,207.2,155.7,0.51,7.715,7.437,0.079,13.94,5.445,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2019,Mesic,Control,6,13,231.12,37.388,1712.9,181.377,1481.78,143.988,2.271,5.041,4.786,0,150.99,11.9,10.818,2.271,8,205.8,181.5,0.45,3.441,20.034,0.008,10.117,3.033,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2019,Mesic,Control,7,13.5,33.57,11.405,511.71,25.04,478.14,13.635,0,2.285,0.252,0,30.965,0,1.34,0,13,389.6,350,0.705,1.409,4.602,0.031,8.436,1.68,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2019,Mesic,Control,8,13.5,58.71,11.76,547.22,21.703,488.52,9.943,0.075,2.105,0,0,38.004,15.922,3.288,0.075,13.5,468.6,455,0.74,1.368,4.933,0,5.464,1.583,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2019,Mesic,Snowfence,1,14,52.12,11.752,176.06,23.799,123.94,12.047,0,1.289,7.589,0,43.202,18.105,5.734,0,12,441.2,432,0.76,1.393,4.598,0.08,0,2.359,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2019,Mesic,Snowfence,2,10,72.29,12.702,260.81,10.994,188.52,-1.709,0,1.794,3.045,0,19.981,22.498,7.28,0,10,381,348.8,0.715,0.924,3.446,0,0,1.88,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2019,Mesic,Snowfence,3,15,115.87,22.448,735.62,39.22,619.76,16.772,0,3.345,7.603,0,94.899,26.248,0.055,0,13.5,511.1,488,0.44,1.094,5.207,0,0,0.226,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2019,Mesic,Snowfence,4,14,507.36,85.561,3250.76,345.665,2743.4,260.104,2.662,10.092,26.22,0,289.319,17.597,8.356,2.662,12.5,260,190.1,0.245,19.661,19.221,0.092,0,2.461,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2019,Mesic,Snowfence,5,13,6332.05,1051.015,31473.56,2520.716,25141.51,1469.701,5.548,158.745,159.181,0,3326.875,20.908,3.333,5.548,13,221,173,0.03,166.561,152.695,0.94,58.136,4.074,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2019,Mesic,Snowfence,6,13,539.4,82.286,NA,NA,-539.4,-82.286,0.713,9.337,15.956,0,301.889,18.327,12.788,0.713,11,227,194.6,0.285,24.308,4.078,0.063,42.78,3.073,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2019,Mesic,Snowfence,7,13.5,589,108.32,3551.64,121.287,2962.64,12.967,0.113,14.304,4.811,0,452.664,9.048,5.013,0.113,13,307.9,206,0.26,18.584,7.55,1.639,9.125,0.627,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/8/2019,Mesic,Snowfence,8,13.5,571.18,84.557,2717.53,199.492,2146.34,114.935,0.192,9.648,7.695,0,276.99,20.841,6.916,0.192,12,283.4,235,0.29,22.068,12.16,0.14,80.678,3.015,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/2019,Xeric,Control,1,14.5,398.8,61.196,2907.93,249.468,2509.13,188.272,17.466,9.047,12.004,0.215,149.86,10.39,0.122,17.251,13,334.9,312.4,0.355,4.666,14.819,0.15,9.262,0.547,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/2019,Xeric,Control,2,15,192.53,28.905,1239.84,94.334,1047.31,65.43,0,5.256,11.267,0.147,94.703,12.193,0.093,0,12,292.2,259.1,0.56,1.262,9.301,0.061,0,4.498,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/2019,Xeric,Control,3,15,205.39,29.469,1876.27,107.793,1670.87,78.324,0,4.785,10.365,0.081,76.95,14.759,0.059,0,10.5,323.3,283.8,0.58,1.483,4.168,0.039,0,0.512,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/2019,Xeric,Control,4,14.5,160.1,19.88,757.42,91.831,597.32,71.952,1.349,3.493,8.355,0,76.207,3.3,0.023,1.349,12,334.3,277.9,0.715,2.027,6.853,0.05,0,2.22,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/2019,Xeric,Control,5,3,1060,126.83,NA,NA,-1060,-126.83,12.068,14.649,1.335,3.85,573.198,9.547,0,8.218,2,41.5,35,0.79,NA,NA,NA,NA,3.732,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/2019,Xeric,Control,6,8,601.24,90.533,2881.98,318.699,2280.74,228.166,53.099,17.371,15.448,3.059,382.72,10.284,0.199,50.039,,147.2,142,0.45,5.33,9.876,0.246,9.623,1.026,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/2019,Xeric,Control,7,12,385.25,61.648,2034.63,188.828,1649.39,127.18,41.73,13.313,12.268,0.896,212.971,13.449,0.111,40.834,11,257.8,148.4,0.395,12.696,20.296,0.238,0.641,1.139,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/2019,Xeric,Control,8,7,298.9,37.03,1308.62,128.616,1009.72,91.587,13.865,8.558,11.784,0.542,165.293,7.237,0.078,13.323,,227.8,179.9,0.72,11.74,21.226,0.081,0,1.831,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/2019,Xeric,Snowfence,1,14.5,292.91,49.721,1554.16,186.897,1261.25,137.175,1.807,9.979,15.394,0.248,146.012,0,0.063,1.559,,348.6,328.1,0.54,3.502,12.66,0.052,0,4.66,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/2019,Xeric,Snowfence,2,9,438.37,59.142,2800.39,229.636,2362.02,170.494,30.73,10.954,9.988,1.685,215.111,12.501,0.118,29.046,9,186.2,168.8,0.55,4.481,8.745,0.198,2.831,0.213,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/2019,Xeric,Snowfence,3,14.5,212.83,33.793,1363.88,104.027,1151.05,70.234,0.278,4.365,7.405,0.074,124.473,13.635,0.044,0.204,10.5,305.9,281.3,0.63,1.886,7.428,0.023,2.571,4.543,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/2019,Xeric,Snowfence,4,14.5,481.28,80.192,5881.55,642.566,5400.27,562.374,16.61,14.066,22.659,0.524,238.931,14.27,0.15,16.086,12.5,264.5,246.4,0.28,6.486,20.209,0.118,4.543,1.1,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/2019,Xeric,Snowfence,5,14.5,196.3,31.108,1182.83,149.671,986.53,118.562,1.029,6.05,11.906,0.329,114.908,10.748,0.041,0.7,11.5,379.7,344.5,0.65,1.782,7.88,0.035,0,3.121,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/2019,Xeric,Snowfence,6,10,143.84,29.968,1102.37,144.52,958.53,114.552,2.739,5.664,14.346,0.238,96.218,7.817,0.025,2.501,8.5,274.7,161.7,0.665,1.814,14.442,0.04,8.734,4.003,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/2019,Xeric,Snowfence,7,13,149.53,22.288,661.45,54.454,511.92,32.166,0,3.253,4.72,0,82.715,11.582,0.024,0,14,431.9,364.4,0.705,1.264,6.461,0.024,0,3.473,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/2019,Xeric,Snowfence,8,12,150.8,22.763,750,76.415,599.2,53.652,0,3.26,8.604,0.011,78.45,0.475,0.052,0,11.5,358.6,313.5,0.655,1.178,7.293,0.011,0,1.978,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2019,Hydric,Control,1,14.5,455.55,34.541,1445.02,60.306,989.47,25.765,0,2.85,0,0,54.315,11.914,0.125,0,14.5,395.5,364.5,0.51,1.295,6.625,0.014,0.297,6.511,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2019,Hydric,Control,2,13,117.72,10.748,250.34,13.961,132.62,3.213,0,0.819,2.142,0,43.793,16.075,0.082,0,12.5,496.9,476.5,0.745,0.339,3.611,0,3.633,0.176,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2019,Hydric,Control,3,15,554.35,64.61,NA,NA,-554.35,-64.61,31.367,NA,0,1.769,241.361,0,0.174,29.599,15,299.8,231.8,0.46,4.461,6.357,0.451,23.253,0.238,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2019,Hydric,Control,4,12.5,900.57,112.627,3741.28,301.737,2840.71,189.109,11.499,14.565,3.963,1.161,546.664,16.602,0.235,10.338,11.5,245.4,200.1,0.245,10.847,14.981,0.201,18.642,3.609,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2019,Hydric,Control,5,14,999.83,100.753,3384.36,327.989,2384.53,227.236,16.718,7.767,1.769,0.067,255.275,11.744,0.245,16.651,13.5,313,283.9,0.26,4.779,19.425,0.278,16.632,0.055,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2019,Hydric,Control,6,13.5,352.18,41.424,1210.58,56.062,858.4,14.638,0,3.585,10.534,0,106.752,9.391,0.046,0,10,221.8,180.4,0.52,2.535,14.611,0.028,8.618,2.268,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2019,Hydric,Control,7,13,775.3,73.054,2166.17,206.587,1390.87,133.533,0.914,4.864,13.026,0,169.122,19.7,0.085,0.914,13,306.1,230.8,0.32,3.928,16.89,0.003,0,0.646,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2019,Hydric,Control,8,15,180.02,19.03,785.69,50.774,605.67,31.744,0,2.023,0,0,48.407,0,0.022,0,14,443.1,354.2,0.705,3.432,7.889,0.198,14.999,1.372,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2019,Hydric,Snowfence,1,8.5,264.5,24.747,1593.19,176.085,1328.69,151.338,16.439,4.305,3.825,0,71.656,16.318,0.099,16.439,8.5,179,157,0.67,0.918,8.711,0.036,0,2.677,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2019,Hydric,Snowfence,2,9,1618.42,177.821,4196.9,421.142,2578.48,243.321,9.676,30.774,2.95,1.642,588.353,12.015,0.354,8.035,10.5,139.3,97.5,0.215,11.519,21.703,8.069,11.526,0.115,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2019,Hydric,Snowfence,3,14,122.81,13.531,478.29,20.798,355.48,7.267,0,1.462,3.836,0,35.285,0,0.039,0,13.5,474.4,454.4,0.725,0.42,3.62,0,0,0.672,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2019,Hydric,Snowfence,4,12,528.41,54.358,2322.36,154.798,1793.95,100.44,2.745,6.937,6.942,0,106.901,0,0.159,2.745,9,223.4,203.7,0.395,3.481,12.734,0,0,1.896,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2019,Hydric,Snowfence,5,14,1348.01,128.155,3954.01,304.571,2606.01,176.416,16.496,13.381,0,0.709,661.329,0,0.695,15.787,12.5,265.1,248.5,0.27,6.738,13.568,0.095,13.773,0.648,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2019,Hydric,Snowfence,6,13,800.82,88.613,2540.47,193.04,1739.65,104.427,5.07,8.586,23.388,0.221,254.028,0,0.133,4.849,8.5,214,185,0.305,6.377,20.891,0,1.158,1.576,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2019,Hydric,Snowfence,7,11.5,1048.94,88.242,4249.96,391.826,3201.02,303.584,15.815,11.04,14.157,0.167,392.715,11.368,0.313,15.648,10,232.1,203.7,0.255,11.488,31.308,0,0,4.531,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2019,Hydric,Snowfence,8,15,133.8,18.585,1106.46,56.629,972.66,38.044,0,2.358,2.092,0,66.381,12.05,0.058,0,14,406.6,243.8,0.695,0.734,4.284,0,0,0.574,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/1/2019,Hydric,Control,2,NA,1059.654,70.504,1350.936,121.266,291.28,50.762,125.309,12.151,1.858,79.013,3826.893,8.876,2.957,46.296,,NA,NA,0.138,6.081,1.895,3.639,952.772,1.519,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/1/2019,Hydric,Control,4,NA,437.017,50.62,726.609,145.015,289.59,94.395,5.54,13.414,6.512,0.495,538.716,13.278,0.14,5.045,,NA,NA,0.509,11.349,6.184,0.113,218.008,0.049,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/1/2019,Hydric,Control,6,NA,472.636,37.436,937.721,90.15,465.08,52.714,168.144,4.526,2.147,24.938,2898.223,12.435,1.339,143.206,,NA,NA,0.182,5.343,3.122,19.059,1277.758,1.437,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/1/2019,Hydric,Snowfence,2,NA,2025.696,130.924,2755.172,260.504,729.48,129.58,78.821,18.119,0.914,88.76,807.976,8.46,3.932,0,,NA,NA,0.28,11.694,2.382,41.081,520.876,0.936,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/1/2019,Hydric,Snowfence,4,NA,506.567,53.368,1115.072,126.09,608.5,72.722,31.172,10.511,1.481,29.295,423.639,15.217,1.446,1.877,,NA,NA,0.162,6.003,2.575,1.917,449.464,1.648,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/1/2019,Hydric,Snowfence,6,NA,860.074,85.88,1426.459,214.689,566.38,128.809,62.895,12.636,1.324,84.034,556.432,12.655,2.751,0,,NA,NA,0.16,10.823,2.217,34.168,1465.833,1.255,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/31/2019,Xeric,Control,4,NA,1435.071,139.554,3297.602,386.624,1862.53,247.07,63.065,27.805,0.306,0.486,258.23,16.764,0.312,62.579,,NA,NA,0.486,2.733,3.753,0.723,122.586,1.195,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/31/2019,Xeric,Control,6,NA,398.592,46.493,1454.893,239.347,1056.3,192.854,77.263,17.071,0.562,0.331,370.146,7.981,0.214,76.933,,NA,NA,0.331,4.337,2.348,2.901,65.266,0.085,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/31/2019,Xeric,Control,8,NA,495.924,69.287,2362.723,392.252,1866.8,322.965,66.749,20.639,3.883,0.49,233.747,15.75,0.094,66.259,,NA,NA,0.49,7.678,7.504,0.729,28.703,0.051,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/31/2019,Xeric,Snowfence,4,NA,394.875,40.762,1136.493,156.944,741.62,116.182,70.572,12.913,0.349,0.302,1699.509,5.624,0.254,70.27,,NA,NA,0.302,6.873,3.315,0.431,278.889,0.07,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/31/2019,Xeric,Snowfence,6,NA,759.397,63.025,2153.528,244.431,1394.13,181.406,29.203,13.008,2.154,0.546,703.694,16.891,0.18,28.657,,NA,NA,0.546,3.754,5.223,0.849,89.872,0.398,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/31/2019,Xeric,Snowfence,8,NA,699.651,105.994,2406.231,434.954,1706.58,328.96,38.56,19.637,8.825,0.61,894.695,12.726,0.068,37.951,,NA,NA,0.61,9.598,10.771,18.162,576.46,0.117,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/30/2019,Mesic,Control,2,NA,544.249,48.04,1041.371,97.251,497.12,49.211,257.262,3.002,3.533,82.491,6866.474,24.095,1.987,174.77,,NA,NA,0.12,3.313,3.075,5.177,288.19,3.159,Soil extracts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
