"formula","Site","Year","Season","Polar"
"C21H28O8","Mesic",2019,"Fall","polar"
"C21H28O8","Mesic",2019,"Spring","polar"
"C18H32O8S1","Hydric",2018,"LateSpring","polar"
"C18H32O8S1","Hydric",2019,"Fall","polar"
"C18H32O8S1","Hydric",2018,"Fall","polar"
"C18H32O8S1","Mesic",2017,"Fall","polar"
"C18H32O8S1","Mesic",2018,"Fall","polar"
"C18H32O10","Xeric",2019,"Fall","polar"
"C18H32O10","Xeric",2017,"Fall","polar"
"C18H32O10","Xeric",2017,"Spring","polar"
"C18H32O10","Xeric",2018,"Fall","polar"
"C18H32O10","Xeric",2018,"Spring","polar"
"C18H32O10","Xeric",2019,"Spring","polar"
"C18H32O10","Hydric",2019,"Spring","polar"
"C18H32O10","Hydric",2017,"Spring","polar"
"C18H32O10","Hydric",2018,"Spring","polar"
"C18H32O10","Hydric",2018,"LateSpring","polar"
"C18H32O10","Hydric",2018,"Fall","polar"
"C18H32O10","Hydric",2019,"Fall","polar"
"C18H32O10","Hydric",2017,"Fall","polar"
"C18H32O10","Mesic",2018,"LateSpring","polar"
"C18H32O10","Mesic",2017,"Fall","polar"
"C18H32O10","Mesic",2018,"Spring","polar"
"C18H32O10","Mesic",2018,"Fall","polar"
"C18H32O10","Mesic",2017,"Spring","polar"
"C18H32O10","Mesic",2019,"Fall","polar"
"C18H32O10","Mesic",2019,"Spring","polar"
"C23H32O4","Xeric",2019,"Spring","polar"
"C22H32O7","Xeric",2019,"Fall","polar"
"C22H32O7","Xeric",2017,"Fall","polar"
"C22H32O7","Xeric",2017,"Spring","polar"
"C22H32O7","Xeric",2018,"Fall","polar"
"C22H32O7","Xeric",2018,"Spring","polar"
"C22H32O7","Xeric",2019,"Spring","polar"
"C22H32O7","Hydric",2019,"Spring","polar"
"C22H32O7","Hydric",2017,"Spring","polar"
"C22H32O7","Hydric",2017,"Fall","polar"
"C22H32O7","Hydric",2018,"Spring","polar"
"C22H32O7","Hydric",2018,"LateSpring","polar"
"C22H32O7","Hydric",2019,"Fall","polar"
"C22H32O7","Hydric",2018,"Fall","polar"
"C22H32O7","Mesic",2018,"LateSpring","polar"
"C22H32O7","Mesic",2017,"Fall","polar"
"C22H32O7","Mesic",2018,"Spring","polar"
"C22H32O7","Mesic",2018,"Fall","polar"
"C22H32O7","Mesic",2017,"Spring","polar"
"C22H32O7","Mesic",2019,"Fall","polar"
"C22H32O7","Mesic",2019,"Spring","polar"
"C19H36O7S1","Hydric",2019,"Fall","polar"
"C19H36O9","Xeric",2018,"Spring","polar"
"C19H36O9","Mesic",2017,"Fall","polar"
"C19H36O9","Mesic",2018,"Spring","polar"
"C19H36O9","Mesic",2017,"Spring","polar"
"C19H36O9","Mesic",2018,"Fall","polar"
"C19H36O9","Mesic",2018,"LateSpring","polar"
"C23H36O6","Xeric",2019,"Spring","polar"
"C23H36O6","Mesic",2018,"Spring","polar"
"C23H36O6","Mesic",2017,"Spring","polar"
"C23H36O6","Mesic",2018,"LateSpring","polar"
"C23H36O6","Mesic",2019,"Spring","polar"
"C23H36O6","Xeric",2018,"Spring","polar"
"C21H40O5","Mesic",2017,"Fall","polar"
"C21H40O5","Mesic",2017,"Spring","polar"
"C22H44O4","Xeric",2017,"Fall","polar"
"C22H44O4","Xeric",2017,"Spring","polar"
"C22H44O4","Xeric",2018,"Fall","polar"
"C22H44O4","Mesic",2019,"Fall","polar"
"C19H23O9N1","Mesic",2018,"LateSpring","polar"
"C19H23O9N1","Mesic",2017,"Spring","polar"
"C17H27O8N1","Xeric",2019,"Fall","polar"
"C17H27O8N1","Xeric",2017,"Fall","polar"
"C17H27O8N1","Xeric",2017,"Spring","polar"
"C17H27O8N1","Xeric",2018,"Fall","polar"
"C17H27O8N1","Xeric",2018,"Spring","polar"
"C17H27O8N1","Xeric",2019,"Spring","polar"
"C17H27O8N1","Hydric",2019,"Spring","polar"
"C17H27O8N1","Hydric",2017,"Spring","polar"
"C17H27O8N1","Hydric",2017,"Fall","polar"
"C17H27O8N1","Hydric",2018,"Spring","polar"
"C17H27O8N1","Hydric",2019,"Fall","polar"
"C17H27O8N1","Hydric",2018,"Fall","polar"
"C18H31O7N1","Xeric",2019,"Fall","polar"
"C18H31O7N1","Xeric",2018,"Fall","polar"
"C18H31O7N1","Hydric",2018,"Spring","polar"
"C18H31O7N1","Hydric",2018,"LateSpring","polar"
"C18H31O7N1","Hydric",2017,"Fall","polar"
"C17H14O12","Mesic",2018,"LateSpring","polar"
"C17H14O12","Mesic",2017,"Fall","polar"
"C17H14O12","Mesic",2018,"Fall","polar"
"C17H14O12","Mesic",2017,"Spring","polar"
"C21H14O9","Mesic",2018,"LateSpring","polar"
"C21H14O9","Mesic",2017,"Fall","polar"
"C21H14O9","Mesic",2018,"Spring","polar"
"C21H14O9","Mesic",2018,"Fall","polar"
"C21H14O9","Mesic",2017,"Spring","polar"
"C21H14O9","Mesic",2019,"Fall","polar"
"C18H18O11","Xeric",2017,"Spring","polar"
"C18H18O11","Xeric",2018,"Spring","polar"
"C18H18O11","Xeric",2019,"Spring","polar"
"C18H18O11","Hydric",2019,"Spring","polar"
"C18H18O11","Hydric",2018,"LateSpring","polar"
"C18H18O11","Hydric",2018,"Fall","polar"
"C18H18O11","Mesic",2018,"LateSpring","polar"
"C18H18O11","Mesic",2017,"Fall","polar"
"C18H18O11","Mesic",2018,"Spring","polar"
"C18H18O11","Mesic",2018,"Fall","polar"
"C18H18O11","Mesic",2017,"Spring","polar"
"C18H18O11","Mesic",2019,"Fall","polar"
"C18H18O11","Mesic",2019,"Spring","polar"
"C19H22O10","Xeric",2019,"Fall","polar"
"C19H22O10","Xeric",2017,"Fall","polar"
"C19H22O10","Xeric",2017,"Spring","polar"
"C19H22O10","Xeric",2018,"Fall","polar"
"C19H22O10","Xeric",2018,"Spring","polar"
"C19H22O10","Xeric",2019,"Spring","polar"
"C19H22O10","Hydric",2017,"Spring","polar"
"C19H22O10","Hydric",2017,"Fall","polar"
"C19H22O10","Hydric",2018,"Spring","polar"
"C19H22O10","Hydric",2019,"Fall","polar"
"C19H22O10","Hydric",2018,"Fall","polar"
"C19H22O10","Hydric",2018,"LateSpring","polar"
"C19H22O10","Hydric",2019,"Spring","polar"
"C19H22O10","Mesic",2018,"LateSpring","polar"
"C19H22O10","Mesic",2017,"Fall","polar"
"C19H22O10","Mesic",2018,"Spring","polar"
"C19H22O10","Mesic",2018,"Fall","polar"
"C19H22O10","Mesic",2017,"Spring","polar"
"C19H22O10","Mesic",2019,"Fall","polar"
"C19H22O10","Mesic",2019,"Spring","polar"
"C20H26O9","Xeric",2019,"Fall","polar"
"C20H26O9","Xeric",2017,"Fall","polar"
"C20H26O9","Xeric",2017,"Spring","polar"
"C20H26O9","Xeric",2018,"Fall","polar"
"C20H26O9","Xeric",2018,"Spring","polar"
"C20H26O9","Xeric",2019,"Spring","polar"
"C20H26O9","Hydric",2019,"Spring","polar"
"C20H26O9","Hydric",2017,"Spring","polar"
"C20H26O9","Hydric",2017,"Fall","polar"
"C20H26O9","Hydric",2018,"Spring","polar"
"C20H26O9","Hydric",2018,"LateSpring","polar"
"C20H26O9","Hydric",2019,"Fall","polar"
"C20H26O9","Hydric",2018,"Fall","polar"
"C20H26O9","Mesic",2018,"LateSpring","polar"
"C20H26O9","Mesic",2017,"Fall","polar"
"C20H26O9","Mesic",2018,"Spring","polar"
"C20H26O9","Mesic",2018,"Fall","polar"
"C20H26O9","Mesic",2017,"Spring","polar"
"C20H26O9","Mesic",2019,"Fall","polar"
"C20H26O9","Mesic",2019,"Spring","polar"
"C17H30O11","Xeric",2018,"Spring","polar"
"C17H30O11","Hydric",2018,"LateSpring","polar"
"C17H30O11","Hydric",2019,"Fall","polar"
"C17H30O11","Mesic",2017,"Spring","polar"
"C17H30O11","Mesic",2018,"Spring","polar"
"C22H30O5","Mesic",2018,"LateSpring","polar"
"C21H30O8","Xeric",2019,"Fall","polar"
"C21H30O8","Xeric",2017,"Fall","polar"
"C21H30O8","Xeric",2017,"Spring","polar"
"C21H30O8","Xeric",2018,"Fall","polar"
"C21H30O8","Xeric",2018,"Spring","polar"
"C21H30O8","Xeric",2019,"Spring","polar"
"C21H30O8","Hydric",2019,"Spring","polar"
"C21H30O8","Hydric",2017,"Spring","polar"
"C21H30O8","Hydric",2017,"Fall","polar"
"C21H30O8","Hydric",2018,"Spring","polar"
"C21H30O8","Hydric",2018,"LateSpring","polar"
"C21H30O8","Hydric",2019,"Fall","polar"
"C21H30O8","Hydric",2018,"Fall","polar"
"C21H30O8","Mesic",2018,"LateSpring","polar"
"C21H30O8","Mesic",2017,"Fall","polar"
"C21H30O8","Mesic",2018,"Spring","polar"
"C21H30O8","Mesic",2018,"Fall","polar"
"C21H30O8","Mesic",2017,"Spring","polar"
"C21H30O8","Mesic",2019,"Fall","polar"
"C21H30O8","Mesic",2019,"Spring","polar"
"C18H34O8S1","Hydric",2019,"Spring","polar"
"C18H34O8S1","Hydric",2017,"Spring","polar"
"C18H34O8S1","Hydric",2019,"Fall","polar"
"C18H34O8S1","Hydric",2018,"Fall","polar"
"C18H34O8S1","Mesic",2017,"Fall","polar"
"C18H34O8S1","Mesic",2018,"Fall","polar"
"C18H34O8S1","Mesic",2017,"Spring","polar"
"C18H34O8S1","Mesic",2019,"Fall","polar"
"C18H34O10","Mesic",2017,"Fall","polar"
"C18H34O10","Mesic",2017,"Spring","polar"
"C18H34O10","Mesic",2018,"Fall","polar"
"C22H34O7","Xeric",2019,"Fall","polar"
"C22H34O7","Xeric",2017,"Fall","polar"
"C22H34O7","Xeric",2017,"Spring","polar"
"C22H34O7","Xeric",2018,"Fall","polar"
"C22H34O7","Xeric",2018,"Spring","polar"
"C22H34O7","Xeric",2019,"Spring","polar"
"C22H34O7","Hydric",2019,"Spring","polar"
"C22H34O7","Hydric",2017,"Spring","polar"
"C22H34O7","Hydric",2017,"Fall","polar"
"C22H34O7","Hydric",2018,"Spring","polar"
"C22H34O7","Hydric",2018,"LateSpring","polar"
"C22H34O7","Hydric",2019,"Fall","polar"
"C22H34O7","Hydric",2018,"Fall","polar"
"C22H34O7","Mesic",2018,"LateSpring","polar"
"C22H34O7","Mesic",2017,"Fall","polar"
"C22H34O7","Mesic",2018,"Spring","polar"
"C22H34O7","Mesic",2018,"Fall","polar"
"C22H34O7","Mesic",2017,"Spring","polar"
"C22H34O7","Mesic",2019,"Fall","polar"
"C22H34O7","Mesic",2019,"Spring","polar"
"C23H38O6","Xeric",2019,"Spring","polar"
"C23H38O6","Mesic",2018,"Spring","polar"
"C23H38O6","Mesic",2018,"LateSpring","polar"
"C23H38O6","Mesic",2019,"Spring","polar"
"C21H42O5","Xeric",2019,"Fall","polar"
"C21H42O5","Xeric",2017,"Fall","polar"
"C21H42O5","Xeric",2017,"Spring","polar"
"C21H42O5","Xeric",2018,"Fall","polar"
"C21H42O5","Xeric",2018,"Spring","polar"
"C21H42O5","Xeric",2019,"Spring","polar"
"C21H42O5","Hydric",2019,"Spring","polar"
"C21H42O5","Hydric",2017,"Spring","polar"
"C21H42O5","Hydric",2017,"Fall","polar"
"C21H42O5","Hydric",2018,"Spring","polar"
"C21H42O5","Hydric",2019,"Fall","polar"
"C21H42O5","Hydric",2018,"Fall","polar"
"C21H42O5","Mesic",2018,"LateSpring","polar"
"C21H42O5","Mesic",2017,"Fall","polar"
"C21H42O5","Mesic",2018,"Fall","polar"
"C21H42O5","Mesic",2019,"Fall","polar"
"C21H42O5","Mesic",2019,"Spring","polar"
"C22H46O4","Mesic",2017,"Fall","polar"
"C22H46O4","Mesic",2018,"Fall","polar"
"C22H46O4","Mesic",2017,"Spring","polar"
"C28H42O2","Xeric",2019,"Fall","polar"
"C28H42O2","Xeric",2017,"Spring","polar"
"C28H42O2","Xeric",2018,"Fall","polar"
"C28H42O2","Xeric",2017,"Fall","polar"
"C28H42O2","Xeric",2018,"Spring","polar"
"C28H42O2","Xeric",2019,"Spring","polar"
"C28H42O2","Hydric",2019,"Spring","polar"
"C28H42O2","Hydric",2017,"Spring","polar"
"C28H42O2","Hydric",2017,"Fall","polar"
"C28H42O2","Hydric",2018,"Spring","polar"
"C28H42O2","Hydric",2018,"LateSpring","polar"
"C28H42O2","Hydric",2019,"Fall","polar"
"C28H42O2","Hydric",2018,"Fall","polar"
"C28H42O2","Mesic",2018,"LateSpring","polar"
"C28H42O2","Mesic",2017,"Fall","polar"
"C28H42O2","Mesic",2018,"Spring","polar"
"C28H42O2","Mesic",2019,"Fall","polar"
"C28H42O2","Mesic",2019,"Spring","polar"
"C25H46O4","Mesic",2019,"Fall","polar"
"C15H21O10N1","Hydric",2017,"Spring","polar"
"C15H21O10N1","Hydric",2019,"Fall","polar"
"C15H21O10N1","Hydric",2019,"Spring","polar"
"C15H21O10N1","Hydric",2017,"Fall","polar"
"C15H21O10N1","Mesic",2019,"Fall","polar"
"C15H21O10N1","Mesic",2019,"Spring","polar"
"C16H25O9N1","Xeric",2019,"Fall","polar"
"C16H25O9N1","Xeric",2017,"Fall","polar"
"C16H25O9N1","Xeric",2017,"Spring","polar"
"C16H25O9N1","Xeric",2018,"Fall","polar"
"C16H25O9N1","Xeric",2018,"Spring","polar"
"C16H25O9N1","Xeric",2019,"Spring","polar"
"C16H25O9N1","Hydric",2019,"Spring","polar"
"C16H25O9N1","Hydric",2017,"Spring","polar"
"C16H25O9N1","Hydric",2017,"Fall","polar"
"C16H25O9N1","Hydric",2018,"Spring","polar"
"C16H25O9N1","Hydric",2018,"LateSpring","polar"
"C16H25O9N1","Hydric",2019,"Fall","polar"
"C16H25O9N1","Hydric",2018,"Fall","polar"
"C16H25O9N1","Mesic",2018,"LateSpring","polar"
"C16H25O9N1","Mesic",2018,"Fall","polar"
"C16H25O9N1","Mesic",2017,"Spring","polar"
"C16H25O9N1","Mesic",2019,"Fall","polar"
"C17H29O8N1","Xeric",2019,"Fall","polar"
"C17H29O8N1","Xeric",2017,"Fall","polar"
"C17H29O8N1","Xeric",2017,"Spring","polar"
"C17H29O8N1","Xeric",2018,"Fall","polar"
"C17H29O8N1","Xeric",2018,"Spring","polar"
"C17H29O8N1","Xeric",2019,"Spring","polar"
"C17H29O8N1","Hydric",2019,"Spring","polar"
"C17H29O8N1","Hydric",2017,"Spring","polar"
"C17H29O8N1","Hydric",2017,"Fall","polar"
"C17H29O8N1","Hydric",2018,"Spring","polar"
"C17H29O8N1","Hydric",2018,"LateSpring","polar"
"C17H29O8N1","Hydric",2019,"Fall","polar"
"C17H29O8N1","Hydric",2018,"Fall","polar"
"C17H29O8N1","Mesic",2018,"Spring","polar"
"C17H29O8N1","Mesic",2019,"Spring","polar"
"C18H33O7N1","Xeric",2018,"Fall","polar"
"C18H33O7N1","Xeric",2019,"Spring","polar"
"C18H33O7N1","Hydric",2019,"Spring","polar"
"C18H33O7N1","Hydric",2017,"Spring","polar"
"C18H33O7N1","Hydric",2017,"Fall","polar"
"C18H33O7N1","Hydric",2018,"LateSpring","polar"
"C18H33O7N1","Hydric",2019,"Fall","polar"
"C18H33O7N1","Hydric",2018,"Fall","polar"
"C18H33O7N1","Mesic",2019,"Spring","polar"
"C20H12O10","Mesic",2018,"LateSpring","polar"
"C20H12O10","Mesic",2017,"Fall","polar"
"C20H12O10","Mesic",2018,"Fall","polar"
"C20H12O10","Mesic",2017,"Spring","polar"
"C17H16O12","Mesic",2018,"LateSpring","polar"
"C17H16O12","Mesic",2017,"Fall","polar"
"C17H16O12","Mesic",2018,"Spring","polar"
"C17H16O12","Mesic",2018,"Fall","polar"
"C17H16O12","Mesic",2017,"Spring","polar"
"C25H16O4S1","Xeric",2017,"Fall","polar"
"C21H16O9","Xeric",2018,"Spring","polar"
"C21H16O9","Xeric",2019,"Spring","polar"
"C21H16O9","Hydric",2018,"LateSpring","polar"
"C21H16O9","Hydric",2018,"Spring","polar"
"C21H16O9","Mesic",2018,"LateSpring","polar"
"C21H16O9","Mesic",2017,"Fall","polar"
"C21H16O9","Mesic",2018,"Spring","polar"
"C21H16O9","Mesic",2017,"Spring","polar"
"C21H16O9","Mesic",2018,"Fall","polar"
"C21H16O9","Mesic",2019,"Fall","polar"
"C21H16O9","Mesic",2019,"Spring","polar"
"C18H20O11","Xeric",2019,"Fall","polar"
"C18H20O11","Xeric",2017,"Fall","polar"
"C18H20O11","Xeric",2017,"Spring","polar"
"C18H20O11","Xeric",2018,"Fall","polar"
"C18H20O11","Xeric",2018,"Spring","polar"
"C18H20O11","Xeric",2019,"Spring","polar"
"C18H20O11","Hydric",2017,"Spring","polar"
"C18H20O11","Hydric",2018,"LateSpring","polar"
"C18H20O11","Hydric",2019,"Fall","polar"
"C18H20O11","Hydric",2018,"Fall","polar"
"C18H20O11","Hydric",2019,"Spring","polar"
"C18H20O11","Mesic",2018,"LateSpring","polar"
"C18H20O11","Mesic",2017,"Fall","polar"
"C18H20O11","Mesic",2018,"Spring","polar"
"C18H20O11","Mesic",2018,"Fall","polar"
"C18H20O11","Mesic",2017,"Spring","polar"
"C18H20O11","Mesic",2019,"Fall","polar"
"C18H20O11","Mesic",2019,"Spring","polar"
"C27H20O2","Xeric",2017,"Spring","polar"
"C19H24O10","Xeric",2019,"Fall","polar"
"C19H24O10","Xeric",2017,"Fall","polar"
"C19H24O10","Xeric",2017,"Spring","polar"
"C19H24O10","Xeric",2018,"Fall","polar"
"C19H24O10","Xeric",2018,"Spring","polar"
"C19H24O10","Xeric",2019,"Spring","polar"
"C19H24O10","Hydric",2019,"Spring","polar"
"C19H24O10","Hydric",2017,"Spring","polar"
"C19H24O10","Hydric",2017,"Fall","polar"
"C19H24O10","Hydric",2018,"Spring","polar"
"C19H24O10","Hydric",2018,"LateSpring","polar"
"C19H24O10","Hydric",2019,"Fall","polar"
"C19H24O10","Hydric",2018,"Fall","polar"
"C19H24O10","Mesic",2018,"LateSpring","polar"
"C19H24O10","Mesic",2017,"Fall","polar"
"C19H24O10","Mesic",2018,"Spring","polar"
"C19H24O10","Mesic",2018,"Fall","polar"
"C19H24O10","Mesic",2017,"Spring","polar"
"C19H24O10","Mesic",2019,"Fall","polar"
"C19H24O10","Mesic",2019,"Spring","polar"
"C23H24O7","Mesic",2018,"LateSpring","polar"
"C23H24O7","Mesic",2019,"Spring","polar"
"C27H24O4","Hydric",2018,"Spring","polar"
"C20H28O9","Xeric",2019,"Fall","polar"
"C20H28O9","Xeric",2017,"Fall","polar"
"C20H28O9","Xeric",2017,"Spring","polar"
"C20H28O9","Xeric",2018,"Fall","polar"
"C20H28O9","Xeric",2018,"Spring","polar"
"C20H28O9","Xeric",2019,"Spring","polar"
"C20H28O9","Hydric",2019,"Spring","polar"
"C20H28O9","Hydric",2017,"Spring","polar"
"C20H28O9","Hydric",2017,"Fall","polar"
"C20H28O9","Hydric",2018,"Spring","polar"
"C20H28O9","Hydric",2018,"LateSpring","polar"
"C20H28O9","Hydric",2019,"Fall","polar"
"C20H28O9","Hydric",2018,"Fall","polar"
"C20H28O9","Mesic",2018,"LateSpring","polar"
"C20H28O9","Mesic",2017,"Fall","polar"
"C20H28O9","Mesic",2018,"Spring","polar"
"C20H28O9","Mesic",2018,"Fall","polar"
"C20H28O9","Mesic",2017,"Spring","polar"
"C20H28O9","Mesic",2019,"Fall","polar"
"C20H28O9","Mesic",2019,"Spring","polar"
"C22H32O5","Xeric",2019,"Fall","polar"
"C22H32O5","Hydric",2018,"Fall","polar"
"C22H32O5","Mesic",2019,"Spring","polar"
"C21H32O8","Xeric",2019,"Fall","polar"
"C21H32O8","Xeric",2017,"Fall","polar"
"C21H32O8","Xeric",2017,"Spring","polar"
"C21H32O8","Xeric",2018,"Fall","polar"
"C21H32O8","Xeric",2018,"Spring","polar"
"C21H32O8","Xeric",2019,"Spring","polar"
"C21H32O8","Hydric",2019,"Spring","polar"
"C21H32O8","Hydric",2017,"Spring","polar"
"C21H32O8","Hydric",2017,"Fall","polar"
"C21H32O8","Hydric",2018,"Spring","polar"
"C21H32O8","Hydric",2018,"LateSpring","polar"
"C21H32O8","Hydric",2019,"Fall","polar"
"C21H32O8","Hydric",2018,"Fall","polar"
"C21H32O8","Mesic",2018,"LateSpring","polar"
"C21H32O8","Mesic",2017,"Fall","polar"
"C21H32O8","Mesic",2018,"Spring","polar"
"C21H32O8","Mesic",2018,"Fall","polar"
"C21H32O8","Mesic",2017,"Spring","polar"
"C21H32O8","Mesic",2019,"Fall","polar"
"C21H32O8","Mesic",2019,"Spring","polar"
"C18H36O8S1","Mesic",2019,"Fall","polar"
"C22H36O7","Xeric",2019,"Fall","polar"
"C22H36O7","Xeric",2017,"Fall","polar"
"C22H36O7","Xeric",2017,"Spring","polar"
"C22H36O7","Xeric",2018,"Fall","polar"
"C22H36O7","Xeric",2018,"Spring","polar"
"C22H36O7","Xeric",2019,"Spring","polar"
"C22H36O7","Hydric",2019,"Spring","polar"
"C22H36O7","Hydric",2017,"Spring","polar"
"C22H36O7","Hydric",2017,"Fall","polar"
"C22H36O7","Hydric",2018,"Spring","polar"
"C22H36O7","Hydric",2018,"LateSpring","polar"
"C22H36O7","Hydric",2019,"Fall","polar"
"C22H36O7","Hydric",2018,"Fall","polar"
"C22H36O7","Mesic",2018,"LateSpring","polar"
"C22H36O7","Mesic",2018,"Spring","polar"
"C22H36O7","Mesic",2018,"Fall","polar"
"C22H36O7","Mesic",2017,"Spring","polar"
"C22H36O7","Mesic",2019,"Fall","polar"
"C22H36O7","Mesic",2019,"Spring","polar"
"C23H40O6","Xeric",2017,"Fall","polar"
"C23H40O6","Hydric",2018,"Spring","polar"
"C23H40O6","Hydric",2019,"Fall","polar"
"C23H40O6","Xeric",2018,"Fall","polar"
"C21H44O5","Mesic",2017,"Fall","polar"
"C21H44O5","Mesic",2018,"Fall","polar"
"C21H44O5","Mesic",2019,"Fall","polar"
"C21H44O5","Mesic",2019,"Spring","polar"
"C24H44O5","Mesic",2018,"Fall","polar"
"C25H48O4","Mesic",2017,"Fall","polar"
"C25H48O4","Mesic",2018,"Fall","polar"
"C25H48O4","Mesic",2018,"Spring","polar"
"C25H48O4","Mesic",2018,"LateSpring","polar"
"C25H48O4","Mesic",2019,"Fall","polar"
"C26H52O3","Hydric",2019,"Fall","polar"
"C26H52O3","Mesic",2018,"LateSpring","polar"
"C26H52O3","Mesic",2017,"Fall","polar"
"C26H52O3","Mesic",2018,"Fall","polar"
"C26H52O3","Mesic",2019,"Fall","polar"
"C26H52O3","Mesic",2018,"Spring","polar"
"C26H52O3","Mesic",2019,"Spring","polar"
"C15H23O10N1","Xeric",2019,"Fall","polar"
"C15H23O10N1","Xeric",2017,"Spring","polar"
"C15H23O10N1","Xeric",2018,"Fall","polar"
"C15H23O10N1","Xeric",2018,"Spring","polar"
"C15H23O10N1","Xeric",2019,"Spring","polar"
"C15H23O10N1","Hydric",2017,"Spring","polar"
"C15H23O10N1","Hydric",2017,"Fall","polar"
"C15H23O10N1","Hydric",2018,"Spring","polar"
"C15H23O10N1","Hydric",2018,"Fall","polar"
"C16H27O9N1","Xeric",2019,"Fall","polar"
"C16H27O9N1","Xeric",2017,"Fall","polar"
"C16H27O9N1","Xeric",2017,"Spring","polar"
"C16H27O9N1","Xeric",2018,"Spring","polar"
"C16H27O9N1","Xeric",2018,"Fall","polar"
"C16H27O9N1","Xeric",2019,"Spring","polar"
"C16H27O9N1","Hydric",2019,"Spring","polar"
"C16H27O9N1","Hydric",2017,"Spring","polar"
"C16H27O9N1","Hydric",2017,"Fall","polar"
"C16H27O9N1","Hydric",2018,"Spring","polar"
"C16H27O9N1","Hydric",2018,"LateSpring","polar"
"C16H27O9N1","Hydric",2019,"Fall","polar"
"C16H27O9N1","Hydric",2018,"Fall","polar"
"C16H27O9N1","Mesic",2018,"LateSpring","polar"
"C16H27O9N1","Mesic",2017,"Fall","polar"
"C16H27O9N1","Mesic",2018,"Spring","polar"
"C16H27O9N1","Mesic",2018,"Fall","polar"
"C16H27O9N1","Mesic",2017,"Spring","polar"
"C16H27O9N1","Mesic",2019,"Fall","polar"
"C16H27O9N1","Mesic",2019,"Spring","polar"
"C17H31O8N1","Xeric",2017,"Fall","polar"
"C17H31O8N1","Xeric",2018,"Spring","polar"
"C17H31O8N1","Hydric",2019,"Spring","polar"
"C17H31O8N1","Hydric",2018,"Spring","polar"
"C17H31O8N1","Hydric",2017,"Spring","polar"
"C17H31O8N1","Hydric",2017,"Fall","polar"
"C19H10O11","Mesic",2017,"Spring","polar"
"C20H14O10","Xeric",2019,"Spring","polar"
"C20H14O10","Mesic",2018,"LateSpring","polar"
"C20H14O10","Mesic",2017,"Fall","polar"
"C20H14O10","Mesic",2018,"Spring","polar"
"C20H14O10","Mesic",2018,"Fall","polar"
"C20H14O10","Mesic",2017,"Spring","polar"
"C20H14O10","Mesic",2019,"Spring","polar"
"C22H18O4S1","Xeric",2019,"Spring","polar"
"C22H18O4S1","Hydric",2019,"Spring","polar"
"C22H18O4S1","Hydric",2017,"Spring","polar"
"C22H18O4S1","Hydric",2018,"LateSpring","polar"
"C22H18O4S1","Hydric",2019,"Fall","polar"
"C22H18O4S1","Hydric",2018,"Fall","polar"
"C22H18O4S1","Hydric",2018,"Spring","polar"
"C22H18O4S1","Mesic",2017,"Fall","polar"
"C22H18O4S1","Mesic",2018,"Spring","polar"
"C22H18O4S1","Mesic",2018,"Fall","polar"
"C22H18O4S1","Mesic",2019,"Fall","polar"
"C22H18O4S1","Mesic",2018,"LateSpring","polar"
"C22H18O4S1","Mesic",2019,"Spring","polar"
"C21H18O7S1","Hydric",2018,"LateSpring","polar"
"C17H18O12","Mesic",2018,"LateSpring","polar"
"C17H18O12","Mesic",2017,"Fall","polar"
"C17H18O12","Mesic",2018,"Spring","polar"
"C17H18O12","Mesic",2018,"Fall","polar"
"C17H18O12","Mesic",2017,"Spring","polar"
"C22H18O6","Mesic",2019,"Fall","polar"
"C21H18O9","Xeric",2018,"Fall","polar"
"C21H18O9","Xeric",2018,"Spring","polar"
"C21H18O9","Xeric",2019,"Spring","polar"
"C21H18O9","Hydric",2018,"Fall","polar"
"C21H18O9","Mesic",2018,"LateSpring","polar"
"C21H18O9","Mesic",2017,"Fall","polar"
"C21H18O9","Mesic",2018,"Spring","polar"
"C21H18O9","Mesic",2018,"Fall","polar"
"C21H18O9","Mesic",2017,"Spring","polar"
"C21H18O9","Mesic",2019,"Fall","polar"
"C21H18O9","Mesic",2019,"Spring","polar"
"C18H22O11","Xeric",2019,"Fall","polar"
"C18H22O11","Xeric",2017,"Fall","polar"
"C18H22O11","Xeric",2017,"Spring","polar"
"C18H22O11","Xeric",2018,"Fall","polar"
"C18H22O11","Xeric",2018,"Spring","polar"
"C18H22O11","Xeric",2019,"Spring","polar"
"C18H22O11","Hydric",2019,"Spring","polar"
"C18H22O11","Hydric",2017,"Spring","polar"
"C18H22O11","Hydric",2017,"Fall","polar"
"C18H22O11","Hydric",2018,"Spring","polar"
"C18H22O11","Hydric",2018,"LateSpring","polar"
"C18H22O11","Hydric",2019,"Fall","polar"
"C18H22O11","Hydric",2018,"Fall","polar"
"C18H22O11","Mesic",2018,"LateSpring","polar"
"C18H22O11","Mesic",2017,"Fall","polar"
"C18H22O11","Mesic",2018,"Spring","polar"
"C18H22O11","Mesic",2018,"Fall","polar"
"C18H22O11","Mesic",2017,"Spring","polar"
"C18H22O11","Mesic",2019,"Fall","polar"
"C18H22O11","Mesic",2019,"Spring","polar"
"C20H26O5S1","Hydric",2019,"Spring","polar"
"C20H26O5S1","Hydric",2018,"Spring","polar"
"C22H22O8","Xeric",2018,"Fall","polar"
"C22H22O8","Xeric",2019,"Spring","polar"
"C22H22O8","Hydric",2018,"Fall","polar"
"C22H22O8","Mesic",2018,"LateSpring","polar"
